Country,Year,Is Election Year,Years Since Last Election,Inflation Rate,Previous Year Inflation Rate,GDP Per Capita,Previous Year GDP Per Capita,Currency is Euro,Previous Year Currency is Euro,Net Migration,Previous Year Net Migration,Population,Previous Year Population,Unemployment Rate,Previous Year Unemployment Rate,VAT,Previous Year VAT,EURO600 Q1,EURO600 Q2,EURO600 Q3,EURO600 Q4,Previous Year EURO600 Q1,Previous Year EURO600 Q2,Previous Year EURO600 Q3,Previous Year EURO600 Q4,S&P500 Q1,S&P500 Q2,S&P500 Q3,S&P500 Q4,Previous Year S&P500 Q1,Previous Year S&P500 Q2,Previous Year S&P500 Q3,Previous Year S&P500 Q4,Crude Oil Q1,Crude Oil Q2,Crude Oil Q3,Crude Oil Q4,Previous Year Crude Oil Q1,Previous Year Crude Oil Q2,Previous Year Crude Oil Q3,Previous Year Crude Oil Q4,EUR-USD Exchange Rate Q1,EUR-USD Exchange Rate Q2,EUR-USD Exchange Rate Q3,EUR-USD Exchange Rate Q4,Previous Year EUR-USD Exchange Rate Q1,Previous Year EUR-USD Exchange Rate Q2,Previous Year EUR-USD Exchange Rate Q3,Previous Year EUR-USD Exchange Rate Q4,ECB Interest Rate,Previous Year ECB Interest Rate
Sweden,2008,0,2,3.437,2.212,56152.552,53700.005,0,0,50.669,46.383,9.22,9.148,6.235,6.161,25.0,25.0,320.708,314.825,278.678,209.527,371.69,389.813,377.537,372.779,1350.661,1371.628,1252.025,911.977,1424.381,1497.176,1489.463,1495.745,97.818,123.799,118.221,59.077,58.271,65.024,75.148,90.504,1.498,1.562,1.505,1.318,1.311,1.348,1.374,1.449,3.904,3.839
United Kingdom,2008,0,3,3.521,2.387,47396.12,50397.686,0,0,283.762,279.808,61.807,61.322,5.705,5.342,17.295,17.5,320.708,314.825,278.678,209.527,371.69,389.813,377.537,372.779,1350.661,1371.628,1252.025,911.977,1424.381,1497.176,1489.463,1495.745,97.818,123.799,118.221,59.077,58.271,65.024,75.148,90.504,1.498,1.562,1.505,1.318,1.311,1.348,1.374,1.449,3.904,3.839
Austria,2009,0,1,0.506,3.216,48153.324,51919.984,1,1,17.121,25.499,8.343,8.321,5.371,4.198,20.0,20.0,183.241,202.007,226.674,245.184,320.708,314.825,278.678,209.527,807.666,892.601,995.748,1088.723,1350.661,1371.628,1252.025,911.977,43.307,59.786,68.237,76.13,97.818,123.799,118.221,59.077,1.303,1.363,1.43,1.478,1.498,1.562,1.505,1.318,1.28,3.904
Belgium,2009,0,2,-0.053,4.489,44760.291,48303.398,1,1,53.385,51.937,10.796,10.71,7.908,6.976,21.0,21.0,183.241,202.007,226.674,245.184,320.708,314.825,278.678,209.527,807.666,892.601,995.748,1088.723,1350.661,1371.628,1252.025,911.977,43.307,59.786,68.237,76.13,97.818,123.799,118.221,59.077,1.303,1.363,1.43,1.478,1.498,1.562,1.505,1.318,1.28,3.904
Cyprus,2009,0,1,0.326,4.669,32236.535,35397.363,1,1,12.173,12.489,1.111,1.092,5.594,3.756,15.0,15.0,183.241,202.007,226.674,245.184,320.708,314.825,278.678,209.527,807.666,892.601,995.748,1088.723,1350.661,1371.628,1252.025,911.977,43.307,59.786,68.237,76.13,97.818,123.799,118.221,59.077,1.303,1.363,1.43,1.478,1.498,1.562,1.505,1.318,1.28,3.904
Czech Republic,2009,0,3,1.019,6.359,19861.697,22804.578,0,0,31.317,29.811,10.444,10.385,6.662,4.393,19.0,19.0,183.241,202.007,226.674,245.184,320.708,314.825,278.678,209.527,807.666,892.601,995.748,1088.723,1350.661,1371.628,1252.025,911.977,43.307,59.786,68.237,76.13,97.818,123.799,118.221,59.077,1.303,1.363,1.43,1.478,1.498,1.562,1.505,1.318,1.28,3.904
Denmark,2009,0,2,1.305,3.416,58163.277,64322.064,0,0,15.469,14.111,5.523,5.494,6.409,3.683,25.0,25.0,183.241,202.007,226.674,245.184,320.708,314.825,278.678,209.527,807.666,892.601,995.748,1088.723,1350.661,1371.628,1252.025,911.977,43.307,59.786,68.237,76.13,97.818,123.799,118.221,59.077,1.303,1.363,1.43,1.478,1.498,1.562,1.505,1.318,1.28,3.904
Estonia,2009,0,2,-0.078,10.362,14711.735,18204.966,0,0,-1.939,-1.973,1.335,1.337,13.548,5.455,19.005,18.0,183.241,202.007,226.674,245.184,320.708,314.825,278.678,209.527,807.666,892.601,995.748,1088.723,1350.661,1371.628,1252.025,911.977,43.307,59.786,68.237,76.13,97.818,123.799,118.221,59.077,1.303,1.363,1.43,1.478,1.498,1.562,1.505,1.318,1.28,3.904
Finland,2009,0,2,-0.0,4.066,47481.485,53772.794,1,1,14.757,15.579,5.339,5.313,8.25,6.369,22.0,22.0,183.241,202.007,226.674,245.184,320.708,314.825,278.678,209.527,807.666,892.601,995.748,1088.723,1350.661,1371.628,1252.025,911.977,43.307,59.786,68.237,76.13,97.818,123.799,118.221,59.077,1.303,1.363,1.43,1.478,1.498,1.562,1.505,1.318,1.28,3.904
France,2009,0,4,0.088,2.813,41737.764,45515.962,1,1,108.94,128.627,64.711,64.38,9.122,7.386,19.6,19.6,183.241,202.007,226.674,245.184,320.708,314.825,278.678,209.527,807.666,892.601,995.748,1088.723,1350.661,1371.628,1252.025,911.977,43.307,59.786,68.237,76.13,97.818,123.799,118.221,59.077,1.303,1.363,1.43,1.478,1.498,1.562,1.505,1.318,1.28,3.904
Germany,2009,1,4,0.313,2.628,41650.368,45612.711,1,1,240.968,211.709,81.902,82.11,7.88,7.508,19.0,19.0,183.241,202.007,226.674,245.184,320.708,314.825,278.678,209.527,807.666,892.601,995.748,1088.723,1350.661,1371.628,1252.025,911.977,43.307,59.786,68.237,76.13,97.818,123.799,118.221,59.077,1.303,1.363,1.43,1.478,1.498,1.562,1.505,1.318,1.28,3.904
Greece,2009,1,5,1.21,4.153,29828.756,32127.983,1,1,-23.831,-21.969,11.107,11.078,9.546,7.664,19.0,19.0,183.241,202.007,226.674,245.184,320.708,314.825,278.678,209.527,807.666,892.601,995.748,1088.723,1350.661,1371.628,1252.025,911.977,43.307,59.786,68.237,76.13,97.818,123.799,118.221,59.077,1.303,1.363,1.43,1.478,1.498,1.562,1.505,1.318,1.28,3.904
Hungary,2009,0,3,4.212,6.043,13077.305,15772.33,0,0,19.182,16.664,10.023,10.038,10.03,7.817,22.514,20.0,183.241,202.007,226.674,245.184,320.708,314.825,278.678,209.527,807.666,892.601,995.748,1088.723,1350.661,1371.628,1252.025,911.977,43.307,59.786,68.237,76.13,97.818,123.799,118.221,59.077,1.303,1.363,1.43,1.478,1.498,1.562,1.505,1.318,1.28,3.904
Ireland,2009,0,2,-4.448,4.036,52133.091,61353.107,1,1,-18.556,19.349,4.535,4.49,12.609,6.774,21.5,21.041,183.241,202.007,226.674,245.184,320.708,314.825,278.678,209.527,807.666,892.601,995.748,1088.723,1350.661,1371.628,1252.025,911.977,43.307,59.786,68.237,76.13,97.818,123.799,118.221,59.077,1.303,1.363,1.43,1.478,1.498,1.562,1.505,1.318,1.28,3.904
Italy,2009,0,1,0.775,3.348,37226.757,40944.912,1,1,280.126,413.349,59.095,58.827,7.764,6.737,20.0,20.0,183.241,202.007,226.674,245.184,320.708,314.825,278.678,209.527,807.666,892.601,995.748,1088.723,1350.661,1371.628,1252.025,911.977,43.307,59.786,68.237,76.13,97.818,123.799,118.221,59.077,1.303,1.363,1.43,1.478,1.498,1.562,1.505,1.318,1.28,3.904
Latvia,2009,0,3,3.534,15.402,12331.929,16467.144,0,0,-15.152,-15.933,2.142,2.177,17.515,7.739,21.0,18.0,183.241,202.007,226.674,245.184,320.708,314.825,278.678,209.527,807.666,892.601,995.748,1088.723,1350.661,1371.628,1252.025,911.977,43.307,59.786,68.237,76.13,97.818,123.799,118.221,59.077,1.303,1.363,1.43,1.478,1.498,1.562,1.505,1.318,1.28,3.904
Lithuania,2009,0,1,4.453,10.926,11820.776,14944.997,0,0,-30.706,-32.451,3.163,3.198,13.785,5.826,19.665,18.0,183.241,202.007,226.674,245.184,320.708,314.825,278.678,209.527,807.666,892.601,995.748,1088.723,1350.661,1371.628,1252.025,911.977,43.307,59.786,68.237,76.13,97.818,123.799,118.221,59.077,1.303,1.363,1.43,1.478,1.498,1.562,1.505,1.318,1.28,3.904
Luxembourg,2009,1,5,0.368,3.402,109419.747,120422.138,1,1,6.745,7.96,0.498,0.489,5.194,5.06,15.0,15.0,183.241,202.007,226.674,245.184,320.708,314.825,278.678,209.527,807.666,892.601,995.748,1088.723,1350.661,1371.628,1252.025,911.977,43.307,59.786,68.237,76.13,97.818,123.799,118.221,59.077,1.303,1.363,1.43,1.478,1.498,1.562,1.505,1.318,1.28,3.904
Malta,2009,0,1,2.084,4.259,21083.277,22205.357,1,1,1.774,0.918,0.412,0.409,6.889,5.977,18.0,18.0,183.241,202.007,226.674,245.184,320.708,314.825,278.678,209.527,807.666,892.601,995.748,1088.723,1350.661,1371.628,1252.025,911.977,43.307,59.786,68.237,76.13,97.818,123.799,118.221,59.077,1.303,1.363,1.43,1.478,1.498,1.562,1.505,1.318,1.28,3.904
Netherlands,2009,0,3,1.19,2.487,52722.213,57879.944,1,1,28.78,23.206,16.53,16.446,4.352,3.658,19.0,19.0,183.241,202.007,226.674,245.184,320.708,314.825,278.678,209.527,807.666,892.601,995.748,1088.723,1350.661,1371.628,1252.025,911.977,43.307,59.786,68.237,76.13,97.818,123.799,118.221,59.077,1.303,1.363,1.43,1.478,1.498,1.562,1.505,1.318,1.28,3.904
Poland,2009,0,2,3.795,4.165,11525.901,13995.781,0,0,14.22,-20.946,38.152,38.126,8.167,7.118,22.0,22.0,183.241,202.007,226.674,245.184,320.708,314.825,278.678,209.527,807.666,892.601,995.748,1088.723,1350.661,1371.628,1252.025,911.977,43.307,59.786,68.237,76.13,97.818,123.799,118.221,59.077,1.303,1.363,1.43,1.478,1.498,1.562,1.505,1.318,1.28,3.904
Portugal,2009,1,4,-0.836,2.589,23151.215,24949.041,1,1,15.657,10.008,10.568,10.558,9.432,7.553,20.0,20.499,183.241,202.007,226.674,245.184,320.708,314.825,278.678,209.527,807.666,892.601,995.748,1088.723,1350.661,1371.628,1252.025,911.977,43.307,59.786,68.237,76.13,97.818,123.799,118.221,59.077,1.303,1.363,1.43,1.478,1.498,1.562,1.505,1.318,1.28,3.904
Slovakia,2009,0,3,1.615,4.598,16597.208,18753.585,1,0,1.148,0.761,5.386,5.379,12.023,9.514,19.0,19.0,183.241,202.007,226.674,245.184,320.708,314.825,278.678,209.527,807.666,892.601,995.748,1088.723,1350.661,1371.628,1252.025,911.977,43.307,59.786,68.237,76.13,97.818,123.799,118.221,59.077,1.303,1.363,1.43,1.478,1.498,1.562,1.505,1.318,1.28,3.904
Slovenia,2009,0,1,0.839,5.647,24792.128,27595.6,1,1,7.66,7.583,2.04,2.021,5.869,4.379,20.0,20.0,183.241,202.007,226.674,245.184,320.708,314.825,278.678,209.527,807.666,892.601,995.748,1088.723,1350.661,1371.628,1252.025,911.977,43.307,59.786,68.237,76.13,97.818,123.799,118.221,59.077,1.303,1.363,1.43,1.478,1.498,1.562,1.505,1.318,1.28,3.904
Spain,2009,0,1,-0.288,4.075,32169.503,35510.722,1,1,130.589,430.778,46.363,45.954,17.857,11.255,16.0,16.0,183.241,202.007,226.674,245.184,320.708,314.825,278.678,209.527,807.666,892.601,995.748,1088.723,1350.661,1371.628,1252.025,911.977,43.307,59.786,68.237,76.13,97.818,123.799,118.221,59.077,1.303,1.363,1.43,1.478,1.498,1.562,1.505,1.318,1.28,3.904
Sweden,2009,0,3,-0.494,3.437,46946.96,56152.552,0,0,55.405,50.669,9.299,9.22,8.351,6.235,25.0,25.0,183.241,202.007,226.674,245.184,320.708,314.825,278.678,209.527,807.666,892.601,995.748,1088.723,1350.661,1371.628,1252.025,911.977,43.307,59.786,68.237,76.13,97.818,123.799,118.221,59.077,1.303,1.363,1.43,1.478,1.498,1.562,1.505,1.318,1.28,3.904
United Kingdom,2009,0,4,1.962,3.521,38744.132,47396.12,0,0,284.8,283.762,62.276,61.807,7.627,5.705,15.0,17.295,183.241,202.007,226.674,245.184,320.708,314.825,278.678,209.527,807.666,892.601,995.748,1088.723,1350.661,1371.628,1252.025,911.977,43.307,59.786,68.237,76.13,97.818,123.799,118.221,59.077,1.303,1.363,1.43,1.478,1.498,1.562,1.505,1.318,1.28,3.904
Austria,2010,0,2,1.814,0.506,46903.762,48153.324,1,1,22.786,17.121,8.363,8.343,4.883,5.371,20.0,20.0,253.027,254.234,256.103,269.726,183.241,202.007,226.674,245.184,1123.594,1134.584,1096.247,1204.586,807.666,892.601,995.748,1088.723,78.884,78.053,76.207,85.238,43.307,59.786,68.237,76.13,1.383,1.271,1.291,1.358,1.303,1.363,1.43,1.478,1.0,1.28
Belgium,2010,1,3,2.189,-0.053,44184.946,44760.291,1,1,54.611,53.385,10.896,10.796,8.293,7.908,21.0,21.0,253.027,254.234,256.103,269.726,183.241,202.007,226.674,245.184,1123.594,1134.584,1096.247,1204.586,807.666,892.601,995.748,1088.723,78.884,78.053,76.207,85.238,43.307,59.786,68.237,76.13,1.383,1.271,1.291,1.358,1.303,1.363,1.43,1.478,1.0,1.28
Cyprus,2010,0,2,2.43,0.326,31105.027,32236.535,1,1,12.456,12.173,1.13,1.111,6.36,5.594,15.0,15.0,253.027,254.234,256.103,269.726,183.241,202.007,226.674,245.184,1123.594,1134.584,1096.247,1204.586,807.666,892.601,995.748,1088.723,78.884,78.053,76.207,85.238,43.307,59.786,68.237,76.13,1.383,1.271,1.291,1.358,1.303,1.363,1.43,1.478,1.0,1.28
Czech Republic,2010,1,4,1.473,1.019,19960.068,19861.697,0,0,34.805,31.317,10.474,10.444,7.281,6.662,20.0,19.0,253.027,254.234,256.103,269.726,183.241,202.007,226.674,245.184,1123.594,1134.584,1096.247,1204.586,807.666,892.601,995.748,1088.723,78.884,78.053,76.207,85.238,43.307,59.786,68.237,76.13,1.383,1.271,1.291,1.358,1.303,1.363,1.43,1.478,1.0,1.28
Denmark,2010,0,3,2.311,1.305,58041.398,58163.277,0,0,17.037,15.469,5.548,5.523,7.747,6.409,25.0,25.0,253.027,254.234,256.103,269.726,183.241,202.007,226.674,245.184,1123.594,1134.584,1096.247,1204.586,807.666,892.601,995.748,1088.723,78.884,78.053,76.207,85.238,43.307,59.786,68.237,76.13,1.383,1.271,1.291,1.358,1.303,1.363,1.43,1.478,1.0,1.28
Estonia,2010,0,3,2.972,-0.078,14663.045,14711.735,0,0,-3.759,-1.939,1.331,1.335,16.707,13.548,20.0,19.005,253.027,254.234,256.103,269.726,183.241,202.007,226.674,245.184,1123.594,1134.584,1096.247,1204.586,807.666,892.601,995.748,1088.723,78.884,78.053,76.207,85.238,43.307,59.786,68.237,76.13,1.383,1.271,1.291,1.358,1.303,1.363,1.43,1.478,1.0,1.28
Finland,2010,0,3,1.184,-0.0,46505.303,47481.485,1,1,14.053,14.757,5.363,5.339,8.394,8.25,22.0,22.0,253.027,254.234,256.103,269.726,183.241,202.007,226.674,245.184,1123.594,1134.584,1096.247,1204.586,807.666,892.601,995.748,1088.723,78.884,78.053,76.207,85.238,43.307,59.786,68.237,76.13,1.383,1.271,1.291,1.358,1.303,1.363,1.43,1.478,1.0,1.28
France,2010,0,5,1.531,0.088,40676.065,41737.764,1,1,86.355,108.94,65.031,64.711,9.279,9.122,19.6,19.6,253.027,254.234,256.103,269.726,183.241,202.007,226.674,245.184,1123.594,1134.584,1096.247,1204.586,807.666,892.601,995.748,1088.723,78.884,78.053,76.207,85.238,43.307,59.786,68.237,76.13,1.383,1.271,1.291,1.358,1.303,1.363,1.43,1.478,1.0,1.28
Germany,2010,0,1,1.104,0.313,41572.456,41650.368,1,1,267.047,240.968,81.777,81.902,7.043,7.88,19.0,19.0,253.027,254.234,256.103,269.726,183.241,202.007,226.674,245.184,1123.594,1134.584,1096.247,1204.586,807.666,892.601,995.748,1088.723,78.884,78.053,76.207,85.238,43.307,59.786,68.237,76.13,1.383,1.271,1.291,1.358,1.303,1.363,1.43,1.478,1.0,1.28
Greece,2010,0,1,4.713,1.21,26716.649,29828.756,1,1,-25.002,-23.831,11.121,11.107,12.719,9.546,21.604,19.0,253.027,254.234,256.103,269.726,183.241,202.007,226.674,245.184,1123.594,1134.584,1096.247,1204.586,807.666,892.601,995.748,1088.723,78.884,78.053,76.207,85.238,43.307,59.786,68.237,76.13,1.383,1.271,1.291,1.358,1.303,1.363,1.43,1.478,1.0,1.28
Hungary,2010,1,4,4.856,4.212,13217.505,13077.305,0,0,11.394,19.182,10.0,10.023,11.172,10.03,25.0,22.514,253.027,254.234,256.103,269.726,183.241,202.007,226.674,245.184,1123.594,1134.584,1096.247,1204.586,807.666,892.601,995.748,1088.723,78.884,78.053,76.207,85.238,43.307,59.786,68.237,76.13,1.383,1.271,1.291,1.358,1.303,1.363,1.43,1.478,1.0,1.28
Ireland,2010,0,3,-0.918,-4.448,48663.6,52133.091,1,1,-27.11,-18.556,4.56,4.535,14.534,12.609,21.0,21.5,253.027,254.234,256.103,269.726,183.241,202.007,226.674,245.184,1123.594,1134.584,1096.247,1204.586,807.666,892.601,995.748,1088.723,78.884,78.053,76.207,85.238,43.307,59.786,68.237,76.13,1.383,1.271,1.291,1.358,1.303,1.363,1.43,1.478,1.0,1.28
Italy,2010,0,2,1.526,0.775,36035.645,37226.757,1,1,270.043,280.126,59.277,59.095,8.381,7.764,20.0,20.0,253.027,254.234,256.103,269.726,183.241,202.007,226.674,245.184,1123.594,1134.584,1096.247,1204.586,807.666,892.601,995.748,1088.723,78.884,78.053,76.207,85.238,43.307,59.786,68.237,76.13,1.383,1.271,1.291,1.358,1.303,1.363,1.43,1.478,1.0,1.28
Latvia,2010,1,4,-1.085,3.534,11420.994,12331.929,0,0,-14.321,-15.152,2.098,2.142,19.482,17.515,21.0,21.0,253.027,254.234,256.103,269.726,183.241,202.007,226.674,245.184,1123.594,1134.584,1096.247,1204.586,807.666,892.601,995.748,1088.723,78.884,78.053,76.207,85.238,43.307,59.786,68.237,76.13,1.383,1.271,1.291,1.358,1.303,1.363,1.43,1.478,1.0,1.28
Lithuania,2010,0,2,1.319,4.453,11987.508,11820.776,0,0,-28.864,-30.706,3.097,3.163,17.814,13.785,21.0,19.665,253.027,254.234,256.103,269.726,183.241,202.007,226.674,245.184,1123.594,1134.584,1096.247,1204.586,807.666,892.601,995.748,1088.723,78.884,78.053,76.207,85.238,43.307,59.786,68.237,76.13,1.383,1.271,1.291,1.358,1.303,1.363,1.43,1.478,1.0,1.28
Luxembourg,2010,0,1,2.274,0.368,110885.991,109419.747,1,1,7.793,6.745,0.507,0.498,4.423,5.194,15.0,15.0,253.027,254.234,256.103,269.726,183.241,202.007,226.674,245.184,1123.594,1134.584,1096.247,1204.586,807.666,892.601,995.748,1088.723,78.884,78.053,76.207,85.238,43.307,59.786,68.237,76.13,1.383,1.271,1.291,1.358,1.303,1.363,1.43,1.478,1.0,1.28
Malta,2010,0,2,1.516,2.084,21798.914,21083.277,1,1,3.049,1.774,0.415,0.412,6.847,6.889,18.0,18.0,253.027,254.234,256.103,269.726,183.241,202.007,226.674,245.184,1123.594,1134.584,1096.247,1204.586,807.666,892.601,995.748,1088.723,78.884,78.053,76.207,85.238,43.307,59.786,68.237,76.13,1.383,1.271,1.291,1.358,1.303,1.363,1.43,1.478,1.0,1.28
Netherlands,2010,1,4,1.275,1.19,50999.745,52722.213,1,1,35.628,28.78,16.615,16.53,4.991,4.352,19.0,19.0,253.027,254.234,256.103,269.726,183.241,202.007,226.674,245.184,1123.594,1134.584,1096.247,1204.586,807.666,892.601,995.748,1088.723,78.884,78.053,76.207,85.238,43.307,59.786,68.237,76.13,1.383,1.271,1.291,1.358,1.303,1.363,1.43,1.478,1.0,1.28
Poland,2010,0,3,2.581,3.795,12504.25,11525.901,0,0,-8.835,14.22,38.043,38.152,9.637,8.167,22.0,22.0,253.027,254.234,256.103,269.726,183.241,202.007,226.674,245.184,1123.594,1134.584,1096.247,1204.586,807.666,892.601,995.748,1088.723,78.884,78.053,76.207,85.238,43.307,59.786,68.237,76.13,1.383,1.271,1.291,1.358,1.303,1.363,1.43,1.478,1.0,1.28
Portugal,2010,0,1,1.403,-0.836,22520.642,23151.215,1,1,-11.82,15.657,10.573,10.568,10.771,9.432,20.503,20.0,253.027,254.234,256.103,269.726,183.241,202.007,226.674,245.184,1123.594,1134.584,1096.247,1204.586,807.666,892.601,995.748,1088.723,78.884,78.053,76.207,85.238,43.307,59.786,68.237,76.13,1.383,1.271,1.291,1.358,1.303,1.363,1.43,1.478,1.0,1.28
Slovakia,2010,1,4,0.957,1.615,16908.848,16597.208,1,1,-1.558,1.148,5.391,5.386,14.387,12.023,19.0,19.0,253.027,254.234,256.103,269.726,183.241,202.007,226.674,245.184,1123.594,1134.584,1096.247,1204.586,807.666,892.601,995.748,1088.723,78.884,78.053,76.207,85.238,43.307,59.786,68.237,76.13,1.383,1.271,1.291,1.358,1.303,1.363,1.43,1.478,1.0,1.28
Slovenia,2010,0,2,1.801,0.839,23532.481,24792.128,1,1,7.64,7.66,2.049,2.04,7.248,5.869,20.0,20.0,253.027,254.234,256.103,269.726,183.241,202.007,226.674,245.184,1123.594,1134.584,1096.247,1204.586,807.666,892.601,995.748,1088.723,78.884,78.053,76.207,85.238,43.307,59.786,68.237,76.13,1.383,1.271,1.291,1.358,1.303,1.363,1.43,1.478,1.0,1.28
Spain,2010,0,2,1.8,-0.288,30532.481,32169.503,1,1,62.782,130.589,46.577,46.363,19.86,17.857,17.005,16.0,253.027,254.234,256.103,269.726,183.241,202.007,226.674,245.184,1123.594,1134.584,1096.247,1204.586,807.666,892.601,995.748,1088.723,78.884,78.053,76.207,85.238,43.307,59.786,68.237,76.13,1.383,1.271,1.291,1.358,1.303,1.363,1.43,1.478,1.0,1.28
Sweden,2010,1,4,1.158,-0.494,52869.044,46946.96,0,0,60.639,55.405,9.378,9.299,8.61,8.351,25.0,25.0,253.027,254.234,256.103,269.726,183.241,202.007,226.674,245.184,1123.594,1134.584,1096.247,1204.586,807.666,892.601,995.748,1088.723,78.884,78.053,76.207,85.238,43.307,59.786,68.237,76.13,1.383,1.271,1.291,1.358,1.303,1.363,1.43,1.478,1.0,1.28
United Kingdom,2010,1,5,2.493,1.962,39598.957,38744.132,0,0,281.588,284.8,62.766,62.276,7.924,7.627,17.5,15.0,253.027,254.234,256.103,269.726,183.241,202.007,226.674,245.184,1123.594,1134.584,1096.247,1204.586,807.666,892.601,995.748,1088.723,78.884,78.053,76.207,85.238,43.307,59.786,68.237,76.13,1.383,1.271,1.291,1.358,1.303,1.363,1.43,1.478,1.0,1.28
Austria,2011,0,3,3.287,1.814,51442.276,46903.762,1,1,31.665,22.786,8.392,8.363,4.637,4.883,20.0,20.0,281.188,276.038,242.694,236.386,253.027,254.234,256.103,269.726,1302.529,1318.333,1225.268,1225.651,1123.594,1134.584,1096.247,1204.586,94.601,102.343,89.538,94.056,78.884,78.053,76.207,85.238,1.368,1.439,1.413,1.348,1.383,1.271,1.291,1.358,1.25,1.0
Belgium,2011,0,1,3.532,2.189,47410.567,44184.946,1,1,55.511,54.611,11.038,10.896,7.14,8.293,21.0,21.0,281.188,276.038,242.694,236.386,253.027,254.234,256.103,269.726,1302.529,1318.333,1225.268,1225.651,1123.594,1134.584,1096.247,1204.586,94.601,102.343,89.538,94.056,78.884,78.053,76.207,85.238,1.368,1.439,1.413,1.348,1.383,1.271,1.291,1.358,1.25,1.0
Cyprus,2011,1,3,3.289,2.43,32485.803,31105.027,1,1,6.134,12.456,1.145,1.13,7.942,6.36,15.0,15.0,281.188,276.038,242.694,236.386,253.027,254.234,256.103,269.726,1302.529,1318.333,1225.268,1225.651,1123.594,1134.584,1096.247,1204.586,94.601,102.343,89.538,94.056,78.884,78.053,76.207,85.238,1.368,1.439,1.413,1.348,1.383,1.271,1.291,1.358,1.25,1.0
Czech Republic,2011,0,1,1.917,1.473,21871.266,19960.068,0,0,16.409,34.805,10.496,10.474,6.712,7.281,20.0,20.0,281.188,276.038,242.694,236.386,253.027,254.234,256.103,269.726,1302.529,1318.333,1225.268,1225.651,1123.594,1134.584,1096.247,1204.586,94.601,102.343,89.538,94.056,78.884,78.053,76.207,85.238,1.368,1.439,1.413,1.348,1.383,1.271,1.291,1.358,1.25,1.0
Denmark,2011,1,4,2.759,2.311,61753.647,58041.398,0,0,18.519,17.037,5.571,5.548,7.769,7.747,25.0,25.0,281.188,276.038,242.694,236.386,253.027,254.234,256.103,269.726,1302.529,1318.333,1225.268,1225.651,1123.594,1134.584,1096.247,1204.586,94.601,102.343,89.538,94.056,78.884,78.053,76.207,85.238,1.368,1.439,1.413,1.348,1.383,1.271,1.291,1.358,1.25,1.0
Estonia,2011,1,4,4.982,2.972,17487.805,14663.045,1,0,-3.929,-3.759,1.327,1.331,12.328,16.707,20.0,20.0,281.188,276.038,242.694,236.386,253.027,254.234,256.103,269.726,1302.529,1318.333,1225.268,1225.651,1123.594,1134.584,1096.247,1204.586,94.601,102.343,89.538,94.056,78.884,78.053,76.207,85.238,1.368,1.439,1.413,1.348,1.383,1.271,1.291,1.358,1.25,1.0
Finland,2011,1,4,3.417,1.184,51148.932,46505.303,1,1,16.712,14.053,5.388,5.363,7.781,8.394,23.0,22.0,281.188,276.038,242.694,236.386,253.027,254.234,256.103,269.726,1302.529,1318.333,1225.268,1225.651,1123.594,1134.584,1096.247,1204.586,94.601,102.343,89.538,94.056,78.884,78.053,76.207,85.238,1.368,1.439,1.413,1.348,1.383,1.271,1.291,1.358,1.25,1.0
France,2011,0,6,2.112,1.531,43846.466,40676.065,1,1,65.188,86.355,65.345,65.031,9.228,9.279,19.6,19.6,281.188,276.038,242.694,236.386,253.027,254.234,256.103,269.726,1302.529,1318.333,1225.268,1225.651,1123.594,1134.584,1096.247,1204.586,94.601,102.343,89.538,94.056,78.884,78.053,76.207,85.238,1.368,1.439,1.413,1.348,1.383,1.271,1.291,1.358,1.25,1.0
Germany,2011,0,2,2.075,1.104,46705.896,41572.456,1,1,293.051,267.047,80.275,81.777,5.967,7.043,19.0,19.0,281.188,276.038,242.694,236.386,253.027,254.234,256.103,269.726,1302.529,1318.333,1225.268,1225.651,1123.594,1134.584,1096.247,1204.586,94.601,102.343,89.538,94.056,78.884,78.053,76.207,85.238,1.368,1.439,1.413,1.348,1.383,1.271,1.291,1.358,1.25,1.0
Greece,2011,0,2,3.33,4.713,25483.883,26716.649,1,1,-26.257,-25.002,11.105,11.121,17.973,12.719,23.0,21.604,281.188,276.038,242.694,236.386,253.027,254.234,256.103,269.726,1302.529,1318.333,1225.268,1225.651,1123.594,1134.584,1096.247,1204.586,94.601,102.343,89.538,94.056,78.884,78.053,76.207,85.238,1.368,1.439,1.413,1.348,1.383,1.271,1.291,1.358,1.25,1.0
Hungary,2011,0,1,3.93,4.856,14234.472,13217.505,0,0,0.889,11.394,9.972,10.0,11.029,11.172,25.0,25.0,281.188,276.038,242.694,236.386,253.027,254.234,256.103,269.726,1302.529,1318.333,1225.268,1225.651,1123.594,1134.584,1096.247,1204.586,94.601,102.343,89.538,94.056,78.884,78.053,76.207,85.238,1.368,1.439,1.413,1.348,1.383,1.271,1.291,1.358,1.25,1.0
Ireland,2011,1,4,2.549,-0.918,52219.706,48663.6,1,1,-26.351,-27.11,4.58,4.56,15.354,14.534,21.0,21.0,281.188,276.038,242.694,236.386,253.027,254.234,256.103,269.726,1302.529,1318.333,1225.268,1225.651,1123.594,1134.584,1096.247,1204.586,94.601,102.343,89.538,94.056,78.884,78.053,76.207,85.238,1.368,1.439,1.413,1.348,1.383,1.271,1.291,1.358,1.25,1.0
